@relation 'KDDTest21R2L-weka.filters.unsupervised.attribute.Remove-R5-6,10,12-18,22-26,37-38'
@attribute 'duration'  real
@attribute 'src_bytes'  real
@attribute 'dst_bytes'  real
@attribute 'land' {0,1}
@attribute 'hot' real
@attribute 'num_failed_logins'  real
@attribute 'logged_in' {0,1}
@attribute 'root_shell'  real
@attribute 'is_guest_login' {0,1}
@attribute 'count'  real
@attribute 'srv_count'  real
@attribute 'diff_srv_rate'  real
@attribute 'srv_diff_host_rate'  real
@attribute 'dst_host_count'  real
@attribute 'dst_host_srv_count'  real
@attribute 'dst_host_same_srv_rate'  real
@attribute 'dst_host_diff_srv_rate'  real
@attribute 'dst_host_same_src_port_rate'  real
@attribute 'dst_host_srv_diff_host_rate'  real
@attribute 'dst_host_serror_rate'  real
@attribute 'dst_host_srv_serror_rate'  real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
5,32,93,0,0,0,1,0,0,1,1,0,0,196,177,0.9,0.02,0.01,0,0,0,1,48,2,1
0,36,237,0,0,0,1,0,0,1,1,0,0,255,9,0.04,0.02,0,0,0,0,1,48,2,1
281,158,597,0,2,0,1,0,1,1,1,0,0,255,17,0.07,0.82,0,0,0,0,1,20,2,1
0,309,824,0,0,0,1,0,0,4,4,0,0,25,255,1,0,0.04,0.02,0.04,0,1,25,2,0
0,25,157,0,0,1,0,0,1,1,1,0,0,30,10,0.33,0.13,0.03,0,0,0,1,20,2,1
0,53,55,0,0,0,0,0,0,509,509,0,0,255,255,1,0,0.86,0,0,0,3,50,2,0
0,44,44,0,0,0,0,0,0,134,214,0,0.01,255,255,1,0,0.01,0,0,0,3,12,2,0
280,283618,0,0,0,0,0,0,0,2,4,0,0.5,2,14,1,0,1,0.21,0,0,1,20,2,1
0,105,147,0,0,0,0,0,0,1,1,0,0,226,224,0.99,0.01,0,0,0,0,3,50,2,1
0,125,174,0,0,1,0,0,0,2,2,0,0,255,255,1,0,0,0,0.01,0.01,1,61,2,1
0,43,130,0,0,0,0,0,0,126,197,0.02,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
0,43,0,0,0,0,0,0,0,5,5,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
4,120,174,0,0,1,0,0,0,1,1,0,0,255,254,1,0.01,0,0,0.01,0.01,1,61,2,1
140,177,27162,0,0,0,1,1,0,1,1,0,0,223,1,0,0.02,0,0,0,0,1,61,2,0
280,283618,0,0,0,0,0,0,0,2,2,0,0,4,12,1,0,1,0.17,0,0.08,1,20,2,1
0,45,129,0,0,0,0,0,0,113,193,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,1,0,0,0,0,0,0,0,62,3,0.97,0,255,3,0.01,0.76,0.99,0,0,0,3,50,2,0
0,118,174,0,0,1,0,0,0,1,1,0,0,255,96,0.38,0.02,0,0,0,0,1,61,2,1
0,55,54,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.78,0,0,0,3,50,2,0
0,55,57,0,0,0,0,0,0,510,510,0,0,255,255,1,0,0.84,0,0,0,3,50,2,0
0,43,130,0,0,0,0,0,0,143,223,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
4,30,93,0,0,0,1,0,0,2,1,1,0,255,248,0.97,0.01,0,0,0,0,1,48,2,1
0,49,0,0,0,0,0,0,0,4,4,0,0,255,254,1,0.01,0,0,0,0,3,50,2,1
0,105,146,0,0,0,0,0,0,2,2,0,0,220,219,1,0.01,0,0,0,0,3,50,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,13,13,1,0,0.08,0,0,0,3,50,2,1
284,156,597,0,2,0,1,0,1,1,1,0,0,255,18,0.07,0.93,0,0,0,0,1,20,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,93,50,0.54,0.04,0.01,0,0,0,1,20,2,1
0,687,0,0,0,0,0,0,0,1,1,0,0,71,9,0.13,0.06,0.13,0,0,0,1,20,2,0
0,641,0,0,0,0,0,0,0,2,2,0,0,132,28,0.16,0.04,0.16,0.07,0,0,1,20,2,0
0,11728,1469,0,0,0,1,0,0,1,1,0,0,185,182,0.68,0.02,0.01,0.01,0,0,1,55,2,0
0,35,130,0,0,0,1,0,0,1,1,0,0,114,8,0.04,0.05,0.01,0.25,0,0,1,48,2,0
0,45,45,0,0,0,0,0,0,2,3,0,0.67,255,232,0.91,0.01,0.01,0,0,0,3,12,2,0
0,44,44,0,0,0,0,0,0,185,185,0,0,255,255,1,0,0,0,0,0,3,12,2,0
0,501760,0,0,0,0,0,0,0,1,1,0,0,46,127,0.41,0.07,0.41,0.02,0,0,1,20,2,0
0,54,49,0,0,0,0,0,0,503,503,0,0,255,255,1,0,0.82,0,0,0,3,50,2,0
0,1,0,0,0,0,0,0,0,24,7,0.21,0,255,7,0.03,0.69,1,0,0,0,3,50,2,0
0,12,0,0,0,0,0,0,0,2,2,0,0,2,32,1,0,1,0.16,0,0,1,20,2,1
0,123,174,0,0,1,0,0,0,1,1,0,0,255,125,0.49,0.02,0,0,0,0,1,61,2,1
4772,146,105,0,0,0,0,0,0,1,1,0,0,54,3,0.06,0.11,0.98,0,0,0,3,45,2,1
280,283618,0,0,2,0,0,0,0,2,2,0,0,14,80,0.5,0.21,0.5,0.03,0,0,1,20,2,1
0,125,176,0,0,1,0,0,0,1,1,0,0,255,126,0.49,0.02,0,0,0,0,1,61,3,1
0,43,126,0,0,0,0,0,0,85,165,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,6,5,0.83,0.33,0.83,0,0,0,1,20,2,1
0,43,0,0,0,0,0,0,0,1,1,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
0,53,53,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.95,0,0,0,3,50,2,0
0,381,536,0,0,0,1,0,0,1,57,0,0.05,1,241,1,0,1,0.01,0,0,1,25,2,0
0,44,69,0,0,0,0,0,0,136,136,0,0,255,255,1,0,0.01,0,0,0,3,12,2,0
0,128,174,0,0,1,0,0,0,1,1,0,0,255,254,1,0.01,0,0,0.01,0.01,1,61,2,1
0,0,83,0,0,0,1,0,0,1,1,0,0,35,193,0.8,0.09,0.03,0.01,0,0,1,55,2,0
0,46,43,0,0,0,0,0,0,78,78,0,0,255,255,1,0,0.3,0,0,0,3,50,2,0
0,46,0,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0.02,0,0,0,3,50,2,1
280,283618,0,0,1,0,0,0,0,2,2,0,0,8,8,1,0,1,0,0,0,1,20,2,1
0,42,0,0,0,0,0,0,0,4,4,0,0,255,254,1,0.01,0,0,0,0,3,50,2,1
0,151,0,0,0,0,0,0,0,4,4,0,0,41,10,0.24,0.1,0.24,0,0.02,0.1,1,20,2,0
10,118,2425,0,0,0,1,0,0,1,1,0,0,255,4,0.02,0.02,0,0,0,0,1,61,2,1
0,125,188,0,0,1,0,0,0,1,1,0,0,255,254,1,0.01,0,0,0.02,0.02,1,61,3,1
0,123,174,0,0,1,0,0,0,1,1,0,0,255,250,0.98,0.01,0,0,0,0,1,61,2,1
282,162,599,0,2,0,1,0,1,1,1,0,0,255,105,0.41,0.03,0,0,0,0,1,20,2,1
1,121,174,0,0,1,0,0,0,3,3,0,0,255,59,0.23,0.02,0,0,0,0,1,61,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,91,78,0.85,0.03,0.01,0.03,0,0,1,48,2,1
0,49,0,0,0,0,0,0,0,3,3,0,0,255,253,0.99,0.01,0.01,0,0,0,3,50,2,1
0,79,45,0,0,0,0,0,0,281,281,0,0,208,185,0.89,0.01,0.54,0,0,0,3,12,2,0
0,105,145,0,0,0,0,0,0,3,3,0,0,255,253,0.99,0.01,0,0,0,0,3,50,2,0
5,30,93,0,0,0,1,0,0,1,1,0,0,255,218,0.85,0.04,0,0,0,0,1,48,2,1
0,300,1075,0,0,0,1,0,0,4,4,0,0,255,240,0.94,0.02,0,0,0,0,1,25,2,0
0,181,1947,0,0,0,1,0,0,6,6,0,0,246,195,0.79,0.02,0,0,0,0,1,25,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,7,15,1,0,1,0.2,0,0,1,20,2,1
0,54,52,0,0,0,0,0,0,340,340,0,0,255,255,1,0,0.86,0,0,0,3,50,2,0
281,160,595,0,2,0,1,0,1,1,1,0,0,100,41,0.41,0.06,0.01,0,0,0,1,20,2,1
282,155,593,0,2,0,1,0,1,1,1,0,0,255,13,0.05,0.83,0,0,0,0,1,20,2,1
3,30,93,0,0,0,1,0,0,1,1,0,0,255,216,0.85,0.02,0,0,0,0,1,48,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,3,13,1,0,1,0.15,0,0,1,20,2,1
0,126,174,0,0,1,0,0,0,1,1,0,0,255,111,0.44,0.02,0,0,0,0,1,61,2,1
0,105,147,0,0,0,0,0,0,1,1,0,0,121,121,1,0,0.01,0,0,0,3,50,2,1
0,45,45,0,0,0,0,0,0,233,233,0,0,255,249,0.98,0.01,0,0,0,0,3,12,2,0
0,53,54,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.86,0,0,0,3,50,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,170,152,0.89,0.02,0.01,0.01,0,0,1,48,2,1
0,129,174,0,0,1,0,0,0,1,1,0,0,255,102,0.4,0.02,0,0,0,0,1,61,2,1
0,43,71,0,0,0,0,0,0,113,113,0,0,255,254,1,0.01,0,0,0,0,3,12,2,0
280,283618,0,0,0,0,0,0,0,2,2,0,0,8,26,1,0,1,0.12,0,0,1,20,2,1
0,120,174,0,0,1,0,0,0,1,1,0,0,255,75,0.29,0.02,0,0,0,0,1,61,2,1
283,158,597,0,2,0,1,0,1,1,1,0,0,255,76,0.3,0.03,0,0,0.03,0,1,20,2,1
0,44,76,0,0,0,0,0,0,182,182,0,0,255,255,1,0,0.01,0,0,0,3,12,2,0
0,125,174,0,0,1,0,0,0,1,1,0,0,255,4,0.02,0.02,0,0,0,0,1,61,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,211,0.83,0.02,0,0,0,0,1,48,2,1
0,868,0,0,0,0,0,0,0,1,1,0,0,164,19,0.12,0.02,0.12,0,0,0,1,20,2,0
0,276,0,0,0,0,0,0,0,15,15,0,0,255,35,0.14,0.02,0.14,0,0.67,0,1,20,2,0
0,9,0,0,0,0,0,0,0,2,2,0,0,255,40,0.16,0.02,0.16,0,0.55,0,1,20,2,0
0,123,188,0,0,1,0,0,0,1,1,0,0,255,201,0.79,0.02,0,0,0,0,1,61,2,1
0,48,0,0,0,0,0,0,0,4,4,0,0,255,255,1,0,0.02,0,0,0,3,50,2,1
0,44,44,0,0,0,0,0,0,158,236,0,0.01,255,229,0.9,0.01,0.01,0,0,0,3,12,2,0
20,233,767,0,4,0,1,0,1,1,1,0,0,137,55,0.39,0.04,0.01,0.04,0,0,1,20,2,0
0,4226,0,0,0,0,0,0,0,1,1,0,0,153,24,0.16,0.03,0.16,0,0,0,1,20,2,0
0,54,51,0,0,0,0,0,0,370,370,0,0,255,255,1,0,0.86,0,0,0,3,50,2,0
0,641,0,0,0,0,0,0,0,2,2,0,0,120,67,0.27,0.03,0.27,0.03,0,0,1,20,2,0
7,30,93,0,0,0,1,0,0,1,1,0,0,255,253,0.99,0.01,0,0,0,0,1,48,2,1
0,53,0,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
0,56,55,0,0,0,0,0,0,510,510,0,0,255,255,1,0,0.86,0,0,0,3,50,2,0
0,40,40,0,0,0,0,0,0,2,4,0,0.75,255,240,0.94,0.01,0.01,0,0,0,3,12,2,0
0,236,431,0,0,0,1,0,0,1,1,0,0,9,154,1,0,0.11,0.02,0.11,0.81,1,25,2,0
280,283618,0,0,0,0,0,0,0,2,2,0,0,2,20,1,0,1,0.15,0,0,1,20,2,1
0,45,45,0,0,0,0,0,0,124,204,0,0.01,255,255,1,0,0.01,0,0,0,3,12,2,0
0,43,0,0,0,0,0,0,0,6,6,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
0,105,0,0,0,0,0,0,0,4,4,0,0,255,254,1,0.01,0.02,0,0,0,3,50,2,0
0,44,74,0,0,0,0,0,0,122,122,0,0,255,251,0.98,0.01,0.01,0,0,0,3,12,2,0
0,516,0,0,0,0,0,0,0,19,19,0,0,21,19,0.9,0.1,0.05,0,0,0,3,45,2,1
4,30,93,0,0,0,1,0,0,1,1,0,0,255,226,0.89,0.02,0,0,0,0,1,48,2,1
0,28,0,0,0,0,0,0,0,18,18,0,0,255,18,0.07,0.02,0.07,0,0.21,0,3,50,2,0
0,868,0,0,0,0,0,0,0,1,1,0,0,153,31,0.18,0.03,0.18,0.06,0,0,1,20,2,0
0,1480,0,0,0,0,0,0,0,2,4,0,0.5,3,10,0.67,0.67,0.67,0.5,0.33,0,2,16,2,0
0,164,10312,0,1,0,1,0,0,6,6,0,0,255,255,1,0,0,0,0,0,1,25,2,0
0,105,147,0,0,0,0,0,0,1,1,0,0,43,42,0.98,0.05,0.02,0,0,0,3,50,2,1
0,47,0,0,0,0,0,0,0,4,4,0,0,255,254,1,0.01,0,0,0,0,3,50,2,1
282,158,593,0,2,0,1,0,1,1,1,0,0,255,91,0.36,0.03,0.01,0,0.02,0,1,20,2,1
3,30,93,0,0,0,1,0,0,1,1,0,0,255,252,0.99,0.01,0,0,0,0,1,48,2,1
0,12,0,0,0,0,0,0,0,2,2,0,0,5,2,0.4,0.4,0.4,0,0,0,1,20,2,1
0,55,55,0,0,0,0,0,0,509,509,0,0,255,255,1,0,0.86,0,0,0,3,50,2,0
4,30,93,0,0,0,1,0,0,1,1,0,0,255,249,0.98,0.01,0,0,0,0,1,48,2,1
281,162,597,0,2,0,1,0,1,1,1,0,0,255,13,0.05,0.64,0,0,0,0,1,20,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,1,9,1,0,1,0.22,0,0.11,1,20,2,1
4,26,93,0,0,0,1,0,0,1,1,0,0,255,237,0.93,0.01,0,0,0,0,1,48,2,1
282,160,597,0,2,0,1,0,1,1,1,0,0,5,5,1,0,0.2,0,0,0,1,20,2,1
282,162,599,0,2,0,1,0,1,1,1,0,0,255,22,0.09,0.02,0,0,0.53,0,1,20,2,1
0,53,49,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.92,0,0,0,3,50,2,0
0,44,130,0,0,0,0,0,0,75,154,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
4,27,93,0,0,0,1,0,0,1,1,0,0,255,231,0.91,0.02,0,0,0,0,1,48,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,255,119,0.47,0.03,0,0,0,0,1,20,2,1
0,28,0,0,0,0,0,0,0,60,60,0,0,255,60,0.24,0.02,0.24,0,0,0,3,50,2,0
288,156,595,0,2,0,1,0,1,1,1,0,0,255,18,0.07,0.93,0,0,0,0.06,1,20,2,1
0,0,83,0,0,0,1,0,0,1,1,0,0,170,196,0.78,0.03,0.01,0.01,0,0,1,55,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,255,185,0.73,0.02,0,0,0,0,1,48,2,1
282,161,599,0,2,0,1,0,1,1,1,0,0,244,123,0.5,0.02,0,0,0,0,1,20,2,1
0,505,0,0,0,0,0,0,0,2,2,0,0,4,2,0.5,0.5,0.5,0,0,0,1,20,2,1
0,47,0,0,0,0,0,0,0,2,2,0,0,255,255,1,0,0.02,0,0,0,3,50,2,1
6,30,93,0,0,0,1,0,0,2,1,1,0,255,251,0.98,0.01,0,0,0,0,1,48,2,1
5,28,93,0,0,0,1,0,0,1,1,0,0,255,254,1,0.01,0.01,0,0,0,1,48,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,167,149,0.89,0.02,0.01,0.01,0,0,1,48,2,1
0,0,0,0,0,0,0,0,0,1,1,0,0,255,1,0,0.81,0.8,0,0,0,1,45,5,0
0,46,48,0,0,0,0,0,0,45,45,0,0,255,254,1,0.01,0.17,0,0,0,3,50,2,0
4,28,93,0,0,0,1,0,0,1,1,0,0,163,145,0.88,0.02,0.01,0.01,0,0,1,48,2,1
0,12,0,0,0,0,0,0,0,2,2,0,0,4,38,1,0,1,0.11,0,0,1,20,2,1
0,127,174,0,0,1,0,0,0,1,1,0,0,255,254,1,0.01,0,0,0.02,0.02,1,61,2,1
3,32,93,0,0,0,1,0,0,1,1,0,0,115,100,0.86,0.03,0.01,0.02,0,0,1,48,2,1
4,30,93,0,0,0,1,0,0,2,1,1,0,255,247,0.97,0.01,0,0,0,0,1,48,2,1
0,44,44,0,0,0,0,0,0,70,150,0,0.01,255,236,0.93,0.01,0.01,0,0,0,3,12,2,0
0,55,57,0,0,0,0,0,0,510,510,0,0,255,255,1,0,0.98,0,0,0,3,50,2,0
0,46,130,0,0,0,0,0,0,133,213,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,255,252,0.99,0.01,0,0,0,0,3,50,2,1
3,26,93,0,0,0,1,0,0,1,1,0,0,253,234,0.92,0.01,0,0,0,0,1,48,2,1
0,43,132,0,0,0,0,0,0,84,147,0.02,0.01,255,255,1,0,0,0,0,0,3,12,2,0
281,160,597,0,2,0,1,0,1,1,1,0,0,255,13,0.05,0.02,0,0,0.76,0,1,20,2,1
289,162,599,0,2,0,1,0,1,1,1,0,0,255,17,0.07,0.02,0,0,0.14,0,1,20,2,1
282,158,595,0,2,0,1,0,1,1,1,0,0,255,16,0.06,0.76,0,0,0,0.06,1,20,2,1
0,54,55,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.95,0,0,0,3,50,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,222,203,0.91,0.01,0,0,0,0,1,48,2,1
0,43,0,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0,0,0,0,3,50,2,1
0,55,53,0,0,0,0,0,0,511,511,0,0,255,255,1,0,1,0,0,0,3,50,2,0
0,43,132,0,0,0,0,0,0,148,228,0.01,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
283,157,595,0,2,0,1,0,1,1,1,0,0,255,71,0.28,0.03,0,0,0.05,0,1,20,2,1
0,30,0,0,0,0,0,0,0,1,1,0,0,8,11,1,0,1,0.18,0,0,2,16,2,0
0,53,50,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.8,0,0,0,3,50,2,0
0,44,115,0,0,0,0,0,0,4,10,0,0.2,255,229,0.9,0.01,0,0,0,0,3,12,2,0
0,54,52,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.84,0,0,0,3,50,2,0
4,28,93,0,0,0,1,0,0,1,1,0,0,255,248,0.97,0.01,0.01,0,0,0,1,48,2,1
0,45,71,0,0,0,0,0,0,106,106,0,0,243,220,0.91,0.01,0.01,0,0,0,3,12,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,255,252,0.99,0.01,0.01,0,0,0,3,50,2,0
0,44,44,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0.02,0,0,0,3,50,2,1
282,158,595,0,2,0,1,0,1,1,1,0,0,255,102,0.4,0.03,0,0,0.02,0,1,20,2,1
0,46,135,0,0,0,0,0,0,156,236,0.01,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
0,10,35,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,5,2,1
0,40008,0,0,0,0,0,0,0,3,3,0,0,146,145,0.25,0.03,0.25,0.39,0,0,2,15,2,0
0,1,0,0,0,0,0,0,0,57,7,0.4,0,255,7,0.03,0.65,0.49,0,0,0,3,50,2,0
282,161,597,0,2,0,1,0,1,1,1,0,0,12,11,0.92,0.17,0.08,0,0,0,1,20,2,1
1,128,178,0,0,1,0,0,0,1,1,0,0,255,7,0.03,0.25,0,0,0.01,0.14,1,61,3,1
280,283618,0,0,0,0,0,0,0,1,1,0,0,6,3,0.5,0.33,0.5,0,0,0,1,20,2,1
0,12,0,0,0,0,0,0,0,2,2,0,0,4,14,1,0,1,0.29,0,0,1,20,2,1
0,17,17,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,1,0,0,3,12,2,0
0,306,2239,0,0,0,1,0,0,6,6,0,0,255,233,0.91,0.02,0,0,0,0,1,25,2,0
282,160,599,0,2,0,1,0,1,1,1,0,0,255,104,0.41,0.03,0,0,0,0,1,20,2,1
0,45,0,0,0,0,0,0,0,2,2,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
280,283618,0,0,0,0,0,0,0,2,2,0,0,148,43,0.19,0.04,0.19,0.05,0,0,1,20,2,1
0,192,1490,0,0,0,1,0,0,1,1,0,0,255,229,0.9,0.02,0,0,0,0,1,25,2,0
0,46,78,0,0,0,0,0,0,158,158,0,0,255,255,1,0,0.01,0,0,0,3,12,2,0
0,45,45,0,0,0,0,0,0,112,112,0,0,255,254,1,0.01,0,0,0,0,3,12,2,0
11675,103,2504,0,0,0,1,0,0,1,1,0,0,255,1,0,0.06,0,0,0.99,0,1,61,2,0
282,160,597,0,2,0,1,0,1,1,1,0,0,255,6,0.02,0.3,0,0,0.28,0,1,20,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,167,31,0.19,0.04,0.19,0,0,0,1,20,2,1
0,1,0,0,0,0,0,0,0,72,8,0.85,0,255,8,0.03,0.74,0.99,0,0,0,3,50,2,0
0,54,50,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.88,0,0,0,3,50,2,0
5,26,93,0,0,0,1,0,0,1,1,0,0,144,127,0.88,0.02,0.01,0.02,0,0,1,48,2,1
0,121,174,0,0,1,0,0,0,2,2,0,0,255,248,0.97,0.01,0,0,0,0,1,61,2,1
0,105,146,0,0,0,0,0,0,1,1,0,0,29,29,1,0,0.03,0,0,0,3,50,2,1
0,253,42438,0,0,0,1,0,0,1,25,0,0.08,255,229,0.9,0.02,0,0,0,0,1,25,2,0
282,159,597,0,2,0,1,0,1,1,1,0,0,17,15,0.88,0.12,0.06,0,0,0,1,20,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,214,195,0.91,0.01,0,0,0,0,1,48,2,1
0,40,0,0,0,0,0,0,0,5,5,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
0,43,78,0,0,0,0,0,0,208,207,0.01,0,255,254,1,0.01,0.01,0,0,0,3,12,2,0
0,105,0,0,0,0,0,0,0,1,1,0,0,6,6,1,0,0.17,0,0,0,3,50,2,0
0,47,0,0,0,0,0,0,0,4,4,0,0,255,254,1,0.01,0.02,0,0,0,3,50,2,1
0,1,74,0,0,0,0,0,0,14,8,0.21,0,255,8,0.03,0.52,0.53,0,0.01,0,3,50,2,0
0,30,217,0,0,0,1,0,0,8,1,0.25,0,161,14,0.09,0.03,0.01,0,0,0,1,48,2,1
0,45,135,0,0,0,0,0,0,89,168,0,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
0,234,1075,0,0,0,1,0,0,4,5,0,0.4,255,226,0.89,0.01,0,0,0,0,1,25,2,0
0,1907,401,0,0,0,1,0,0,1,1,0,0,255,11,0.04,0.06,0,0,0.91,0,1,55,2,0
282,162,597,0,2,0,1,0,1,1,1,0,0,255,56,0.22,0.03,0,0,0.13,0,1,20,2,1
9,4485,631,0,0,0,1,1,0,1,1,0,0,41,151,0.2,0.12,0.02,0.01,0,0,1,55,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,147,42,0.18,0.04,0.18,0.05,0,0,1,20,2,1
0,105,147,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,5,15,1,0,1,0.2,0,0,1,20,2,1
0,46,43,0,0,0,0,0,0,94,94,0,0,255,254,1,0.01,0.36,0,0,0,3,50,2,0
0,105,147,0,0,0,0,0,0,2,1,1,0,255,254,1,0.01,0,0,0,0,3,50,2,1
0,428,186,0,2,0,1,1,0,2,7,0,0.29,255,252,0.99,0.01,0,0,0,0,1,25,2,0
0,54,51,0,0,0,0,0,0,511,511,0,0,255,255,1,0,1,0,0,0,3,50,2,0
0,105,147,0,0,0,0,0,0,2,2,0,0,255,252,0.99,0.01,0,0,0,0,3,50,2,1
0,1,0,0,0,0,0,0,0,130,39,0.55,0,255,40,0.16,0.75,1,0,0,0,3,50,2,0
1,123,178,0,0,1,0,0,0,1,1,0,0,255,9,0.04,0.01,0,0,0,0,1,61,3,1
1,1057,327,0,0,0,1,0,0,1,3,0,1,255,163,0.64,0.03,0,0,0,0,1,55,2,0
0,46,0,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0,0,0,0,3,50,2,1
280,283618,0,0,0,0,0,0,0,2,2,0,0,6,20,1,0,1,0.15,0,0.05,1,20,2,1
0,45,127,0,0,0,0,0,0,71,150,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
904,682,23015,0,0,0,1,0,0,1,1,0,0,255,206,0.81,0.02,0,0,0.78,0.97,1,61,2,0
0,105,145,0,0,0,0,0,0,1,1,0,0,255,252,0.99,0.01,0,0,0,0,3,50,2,1
0,54,52,0,0,0,0,0,0,343,343,0,0,255,255,1,0,0.93,0,0,0,3,50,2,0
0,12,0,0,0,0,0,0,0,2,2,0,0,4,4,1,0,1,0,0,0,1,20,2,1
0,78204,1281,0,0,0,1,0,0,2,20,0,0.2,255,255,1,0,0,0,0,0,1,25,2,0
282,164,599,0,2,0,1,0,1,1,1,0,0,253,94,0.37,0.03,0,0,0,0,1,20,2,1
0,40,40,0,0,0,0,0,0,189,189,0,0,255,254,1,0.01,0,0,0,0,3,12,2,0
4,26,93,0,0,0,1,0,0,1,1,0,0,255,229,0.9,0.02,0,0,0,0,1,48,2,1
0,105,146,0,0,0,0,0,0,1,1,0,0,164,163,0.99,0.01,0.01,0,0,0,3,50,2,1
0,296,10028,0,0,0,1,0,0,3,16,0,0.12,3,255,1,0,0.33,0.02,0.33,0,1,25,2,0
0,44,44,0,0,0,0,0,0,165,164,0.01,0,255,254,1,0.01,0,0,0,0,3,12,2,0
0,55,55,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.95,0,0,0,3,50,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,255,107,0.42,0.02,0.42,0,0,0,1,20,2,1
0,120,174,0,0,1,0,0,0,1,1,0,0,255,254,1,0.01,0,0,0.01,0.01,1,61,2,1
0,122,174,0,0,1,0,0,0,1,1,0,0,255,248,0.97,0.01,0,0,0,0,1,61,2,1
0,1,1,0,0,0,0,0,0,5,2,0.6,0,255,2,0.01,0.99,0.02,0,0,0,3,50,2,0
283,159,595,0,2,0,1,0,1,1,1,0,0,255,105,0.41,0.03,0,0,0.02,0,1,20,2,1
3,28,93,0,0,0,1,0,0,1,1,0,0,255,247,0.97,0.01,0,0,0,0,1,48,2,1
281,160,597,0,2,0,1,0,1,1,1,0,0,87,36,0.41,0.07,0.01,0,0,0,1,20,2,1
280,283618,0,0,0,0,0,0,0,2,2,0,0,24,4,0.17,0.08,0.17,0,0,0,1,20,2,1
0,44,57,0,0,0,0,0,0,6,6,0,0,255,254,1,0.01,0.02,0,0,0,3,50,2,0
0,1,0,0,0,0,0,0,0,121,8,0.61,0,255,8,0.03,0.79,1,0,0,0,3,50,2,0
0,44,44,0,0,0,0,0,0,152,152,0,0,255,255,1,0,0,0,0,0,3,12,2,0
0,81,0,0,0,0,0,0,0,2,1,1,0,255,1,0,1,0,0,0.01,0,1,20,2,0
